1;5714;0;3670;;3670;;;;0;1;0;-842150451;-842150451;0;1;0;0;0;
2;3429;5;6110;;6110;;;;0;1;0;-842150451;-842150451;0;2;0;0;0;
3;2667;9;7860;;7860;;;;0;1;0;-842150451;-842150451;0;3;0;0;0;
4;2257;11;9290;;9290;;;;0;1;0;-842150451;-842150451;0;4;0;0;0;
5;1992;14;10520;;10520;;;;0;1;0;-842150451;-842150451;0;5;0;0;0;
6;1802;16;11630;;11630;;;;0;1;0;-842150451;-842150451;0;6;0;0;0;
7;1658;17;12640;;12640;;;;0;1;0;-842150451;-842150451;0;7;0;0;0;
8;1544;19;13580;;13580;;;;0;1;0;-842150451;-842150451;0;8;0;0;0;
9;1450;21;14460;;14460;;;;0;1;0;-842150451;-842150451;0;9;0;0;0;
10;1372;22;15280;;15280;;;;0;1;0;-842150451;-842150451;0;10;0;0;0;
11;1305;23;16070;;16070;;;;0;1;0;-842150451;-842150451;0;11;0;0;0;
12;1247;25;16810;;16810;;;;0;1;0;-842150451;-842150451;0;12;0;0;0;
13;1196;26;17530;;17530;;;;0;1;0;-842150451;-842150451;0;13;0;0;0;
14;1151;27;18220;;18220;;;;0;1;0;-842150451;-842150451;0;14;0;0;0;
15;1111;28;18870;;18870;;;;0;1;0;-842150451;-842150451;0;15;0;0;0;
16;5714;29;3670;;-3670;;;;0;-1;0;-842150451;-842150451;0;14;0;0;0;
17;3429;35;6110;;-6110;;;;0;-1;0;-842150451;-842150451;0;13;0;0;0;
18;2667;39;7860;;-7860;;;;0;-1;0;-842150451;-842150451;0;12;0;0;0;
19;2257;41;9290;;-9290;;;;0;-1;0;-842150451;-842150451;0;11;0;0;0;
20;1992;43;10520;;-10520;;;;0;-1;0;-842150451;-842150451;0;10;0;0;0;
21;1802;45;11630;;-11630;;;;0;-1;0;-842150451;-842150451;0;9;0;0;0;
22;1658;47;12640;;-12640;;;;0;-1;0;-842150451;-842150451;0;8;0;0;0;
23;1544;49;13580;;-13580;;;;0;-1;0;-842150451;-842150451;0;7;0;0;0;
24;1450;50;14460;;-14460;;;;0;-1;0;-842150451;-842150451;0;6;0;0;0;
25;1372;52;15280;;-15280;;;;0;-1;0;-842150451;-842150451;0;5;0;0;0;
26;1305;53;16070;;-16070;;;;0;-1;0;-842150451;-842150451;0;4;0;0;0;
27;1247;55;16810;;-16810;;;;0;-1;0;-842150451;-842150451;0;3;0;0;0;
28;1196;56;17530;;-17530;;;;0;-1;0;-842150451;-842150451;0;2;0;0;0;
29;1151;57;18220;;-18220;;;;0;-1;0;-842150451;-842150451;0;1;0;0;0;
30;1111;58;18870;;-18870;;;;0;-1;0;-842150451;-842150451;0;0;0;0;0;
31;1074;59;19520;;-19520;;;;0;-1;0;-842150451;-842150451;0;-1;0;0;0;
32;5714;60;3670;;-3670;;;;0;-1;0;-842150451;-842150451;0;-2;0;0;0;
33;3429;66;6110;;-6110;;;;0;-1;0;-842150451;-842150451;0;-3;0;0;0;
34;2667;70;7860;;-7860;;;;0;-1;0;-842150451;-842150451;0;-4;0;0;0;
35;2257;72;9290;;-9290;;;;0;-1;0;-842150451;-842150451;0;-5;0;0;0;
36;1992;74;10520;;-10520;;;;0;-1;0;-842150451;-842150451;0;-6;0;0;0;
37;1802;76;11630;;-11630;;;;0;-1;0;-842150451;-842150451;0;-7;0;0;0;
38;1658;78;12640;;-12640;;;;0;-1;0;-842150451;-842150451;0;-8;0;0;0;
39;1544;80;13580;;-13580;;;;0;-1;0;-842150451;-842150451;0;-9;0;0;0;
40;1450;81;14460;;-14460;;;;0;-1;0;-842150451;-842150451;0;-10;0;0;0;
41;1372;83;15280;;-15280;;;;0;-1;0;-842150451;-842150451;0;-11;0;0;0;
42;1305;84;16070;;-16070;;;;0;-1;0;-842150451;-842150451;0;-12;0;0;0;
43;1247;86;16810;;-16810;;;;0;-1;0;-842150451;-842150451;0;-13;0;0;0;
44;1196;87;17530;;-17530;;;;0;-1;0;-842150451;-842150451;0;-14;0;0;0;
45;1151;88;18220;;-18220;;;;0;-1;0;-842150451;-842150451;0;-15;0;0;0;
46;1111;89;18870;;-18870;;;;0;-1;0;-842150451;-842150451;0;-16;0;0;0;
